Bulan,Trimester,Kategori_Risiko,Hari_Ke,No_Tugas,Tugas_Harian,Kategori_Aktivitas
6,Trimester 2,Risiko Sedang,2,3,Latihan rotasi panggul ringan di kursi duduk dengan bantal busa selama 10 menit.,Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,2,4,Kenakan korset hamil khusus (maternity belt) lembut saat harus berjalan di area rumah.,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,2,5,Tulis draf preferensi persalinan yang disesuaikan dengan rekomendasi medis dokter kandungan.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,3,1,"Makan siang nasi pulen dengan pepes tahu jamur, ikan bandeng tanpa duri presto, dan sayur asem.",Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,3,2,Minum suplemen kalsium setelah makan siang dengan air putih.,Vitamin & Obat
6,Trimester 2,Risiko Sedang,3,3,"Istirahat tidur siang terjadwal 1-1,5 jam di kasur dengan posisi miring kiri.",Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,3,4,Mandi dengan air suam-suam kuku dan pastikan kamar mandi memiliki pegangan dinding (grab bar).,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,3,5,Mulai masukkan perlengkapan darurat ibu ke dalam tas siaga persalinan di kamar tidur.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,4,1,Ngemil buah kiwi potong kaya vitamin C dan serat larut untuk mencegah konstipasi.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,4,2,Beri jeda waktu 4 jam sebelum mengonsumsi tablet tambah darah di malam hari.,Vitamin & Obat
6,Trimester 2,Risiko Sedang,4,3,Gunakan maternity support belt (korset penyangga perut hamil) jika harus berjalan singkat.,Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,4,4,Keringkan area lipatan tubuh dengan handuk kering lembut untuk cegah biang keringat.,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,4,5,Minta pasangan memasang car seat bayi di mobil keluarga dan mengecek kelayakannya.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,5,1,"Penuhi target hidrasi 2,5 liter air putih bersuhu sejuk/ruang secara teratur.",Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,5,2,Minum tablet tambah darah (Fe) sebelum tidur bersama air putih/jeruk.,Vitamin & Obat
6,Trimester 2,Risiko Sedang,5,3,Peregangan punggung atas di kursi dengan menarik bahu ke belakang secara perlahan.,Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,5,4,Ganti pakaian dalam katun minimal 3-4 kali sehari untuk mencegah risiko keputihan patologis.,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,5,5,Konfirmasi tanggal mulai cuti kerja sebelum persalinan agar memiliki waktu istirahat cukup.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,6,1,Makan malam sup sayur komplit bakso sapi buatan sendiri rendah garam.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,6,2,Konsumsi suplemen magnesium untuk mencegah ketegangan otot di malam hari.,Vitamin & Obat
6,Trimester 2,Risiko Sedang,6,3,Rebahkan tubuh di sofa dengan kaki diangkat setinggi dada selama 25 menit.,Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,6,4,Kompres dingin area pergelangan kaki yang mulai sedikit bengkak di sore hari.,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,6,5,Simpan nomor kontak dokter spesialis anak di RS rujukan persalinan pada ponsel.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,7,1,Konsumsi susu formula hamil hangat rendah gula (low sugar) sebelum tidur.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,7,2,Susun stok obat resep medis dan multivitamin ke dalam wadah pengingat bertanggal.,Vitamin & Obat
6,Trimester 2,Risiko Sedang,7,3,Tidur malam dengan bantal di antara paha dan bantal kecil penahan tulang ekor.,Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,7,4,Minta pasangan memijat lembut bahu dan punggung atas selama 10 menit sebelum tidur.,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,7,5,Dokumentasikan foto perkembangan perut hamil secara mandiri dan santai di kamar tidur.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,1,1,Santap bubur beras merah halus dengan telur omega orak-arik matang di tempat tidur.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,1,2,Minum obat tokolitik/anti-kontraksi dosis pagi tepat waktu di tempat tidur.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,1,3,Tirah baring ketat di tempat tidur posisi lateral kiri untuk melancarkan sirkulasi janin.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,1,4,Lakukan pembersihan tubuh di kasur dengan waslap hangat dan sabun cair antiseptik ringan.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,1,5,Instruksikan keluarga untuk mencuci dan mensterilkan pakaian bayi newborn di rumah.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,2,1,Minum jus buah naga campur pir manis encer yang disiapkan keluarga di ranjang.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,2,2,Konsumsi suplemen DHA dosis tinggi dan vitamin D3 di kasur setelah sarapan.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,2,3,Latihan peregangan telapak kaki lembut di kasur untuk mengurangi risiko pembengkakan.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,2,4,Oleskan minyak almond pada area perut dan paha di ranjang dengan gerakan memutar sangat lembut.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,2,5,Susun rencana persalinan medis (medical birth plan) bersama dokter spesialis kandungan.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,3,1,Makan siang nasi tim ikan salmon lembut bumbu jahe sereh tanpa penyedap di ranjang.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,3,2,Minum obat resep khusus dokter spesialis (antihipertensi/pengencer darah jika ada) di kasur.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,3,3,Lakukan teknik relaksasi napas 4-7-8 di tempat tidur untuk meredakan ketegangan fisik.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,3,4,Ganti pakaian tidur berbahan katun lembut yang menyerap keringat di tempat tidur.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,3,5,Siapkan tas siaga persalinan lengkap (hospital bag) di samping tempat tidur sejak dini.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,4,1,Konsumsi puding agar-agar santan kedelai rendah gula di kasur sebagai selingan sore.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,4,2,Konsumsi obat tokolitik dosis siang tepat jam dengan bantuan pendamping di ranjang.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,4,3,Pertahankan tirah baring dan hindari segala bentuk aktivitas fisik yang menekan perut.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,4,4,Lakukan kebersihan area intim di tempat tidur dengan botol cebok khusus bersudut.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,4,5,Pastikan kendaraan operasional keluarga dalam kondisi prima untuk mobilisasi darurat.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,5,1,Minum air putih teratur 2 liter per hari dengan pencatatan cermat di meja samping ranjang.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,5,2,Minum suplemen kalsium dan multivitamin kehamilan di tempat tidur sesudah makan siang.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,5,3,Atur sudut bantal kasur semi-Fowler untuk mencegah naiknya asam lambung saat rebahan.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,5,4,Minta pendamping menyisir dan mengepang rapi rambut agar tidak kusut saat berbaring lama.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,5,5,Selesaikan proses administrasi cuti melahirkan lebih awal dengan surat rujukan dokter.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,6,1,Makan malam puree kentang daging sapi cincang bergizi tinggi dalam posisi semi-Fowler.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,6,2,Konsumsi obat tokolitik dosis malam tepat waktu di tempat tidur.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,6,3,Dengarkan musik meditasi yang menenangkan pikiran di tempat tidur.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,6,4,Oleskan krim anti-pegal pada area betis dan telapak kaki di atas tempat tidur.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,6,5,Konsultasikan rencana IMD pada persalinan dengan indikasi medis kepada dokter via chat/kontrol.,Persiapan Praktis
6,Trimester 2,Risiko Tinggi,7,1,Minum segelas susu prenatal DHA tinggi hangat sebelum tidur malam di ranjang.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Tinggi,7,2,Pastikan seluruh catatan konsumsi obat harian ditandatangani pendamping di buku pantau.,Vitamin & Obat
6,Trimester 2,Risiko Tinggi,7,3,Tidur malam penuh di tempat tidur dengan pemantauan kenyamanan istirahat oleh pasangan.,Aktivitas & Istirahat
6,Trimester 2,Risiko Tinggi,7,4,Pastikan sprei dan sarung bantal diganti secara teratur untuk menjaga kenyamanan di ranjang.,Higienitas & Self-Care
6,Trimester 2,Risiko Tinggi,7,5,Ambil foto kenangan kehamilan sederhana di tempat tidur bersama pasangan.,Persiapan Praktis
7,Trimester 3,Risiko Rendah,1,1,Terapkan pola makan porsi kecil tapi sering (5-6 kali/hari) diawali oatmeal pisang susu.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,1,2,Minum suplemen kalsium 500 mg setelah sarapan pagi untuk kekuatan tulang trimester 3.,Vitamin & Obat
7,Trimester 3,Risiko Rendah,1,3,Jalan pagi santai 30 menit dengan langkah mantap dan alas kaki berpenyangga lengkung kaki.,Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,1,4,"Aplikasikan stretch mark butter pekat pada area perut bawah, pinggul, dan paha setelah mandi pagi.",Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,1,5,"Selesaikan pengemasan tas persalinan (hospital bag) berisi baju ibu, baju bayi, dan dokumen medis.",Persiapan Praktis
7,Trimester 3,Risiko Rendah,2,1,Minum air kelapa muda murni segar 1 gelas di antara waktu makan pagi dan siang.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,2,2,Konsumsi tablet tambah darah (Fe) harian untuk mencegah anemia menjelang persalinan.,Vitamin & Obat
7,Trimester 3,Risiko Rendah,2,3,Lakukan senam hamil trimester 3 (gerakan butterfly pose & pelvic tilt) selama 20 menit.,Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,2,4,Gunakan bra maternity berukuran pas tanpa kawat yang menopang payudara tanpa menekan saluran ASI.,Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,2,5,"Beli perlengkapan nifas (pembalut bersalin, underpad, korset pasca salin, bra menyusui).",Persiapan Praktis
7,Trimester 3,Risiko Rendah,3,1,"Makan siang porsi sedang: nasi merah, ayam ungkep panggang, lalapan rebus daun singkong matang.",Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,3,2,Minum suplemen DHA prenatal sesudah makan siang bersama segelas air putih.,Vitamin & Obat
7,Trimester 3,Risiko Rendah,3,3,Istirahat tidur siang 45 menit posisi miring kiri dengan kaki disangga bantal.,Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,3,4,Mandi air suam-suam kuku dan hindari lantai kamar mandi yang licin dengan karpet karet.,Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,3,5,Letakkan tas persalinan di dekat pintu keluar kamar atau di bagasi mobil keluarga.,Persiapan Praktis
7,Trimester 3,Risiko Rendah,4,1,Ngemil buah pepaya matang dan 3 butir buah kurma sebagai penambah stamina alami.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,4,2,Konsumsi vitamin C penunjang imunitas dan penyerapan zat besi harian.,Vitamin & Obat
7,Trimester 3,Risiko Rendah,4,3,"Latihan senam kegel 4 set (tahan 7 detik, rileks 7 detik) untuk elastisitas jalan lahir.",Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,4,4,Bersihkan area puting payudara secara lembut dengan kapas basah air hangat tanpa menarik puting.,Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,4,5,Simpan nomor telepon ruang bersalin (VK) RS dan ambulans di kontak favorit ponsel.,Persiapan Praktis
7,Trimester 3,Risiko Rendah,5,1,Minum 3 liter air putih terbagi rata sepanjang hari untuk menjaga volume cairan ketuban.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,5,2,Minum suplemen vitamin D3 1000 IU untuk mendukung maturitas sel janin.,Vitamin & Obat
7,Trimester 3,Risiko Rendah,5,3,Duduk aktif di atas birth ball sambil memutar panggul angka 8 selama 15 menit.,Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,5,4,Ganti celana dalam hamil berbahan katun ekstra elastis minimal 3 kali sehari.,Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,5,5,Diskusikan skenario transportasi dan jalur alternatif menuju RS pada jam sibuk/macet.,Persiapan Praktis
7,Trimester 3,Risiko Rendah,6,1,Makan malam porsi ringan (sup makaroni daging sayur) minimal 2 jam sebelum berbaring tidur.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,6,2,Konsumsi tablet kalsium kedua setelah makan malam (sesuai target 1000-1200 mg/hari).,Vitamin & Obat
7,Trimester 3,Risiko Rendah,6,3,Jalan santai sore 20 menit bersama pasangan sambil melatih napas ritmis persalinan.,Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,6,4,Oleskan foot balm pada tumit yang pecah-pecah akibat pertambahan beban tubuh.,Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,6,5,Ikuti kelas edukasi perawatan tali pusat dan memandikan bayi baru lahir bersama pasangan.,Persiapan Praktis
7,Trimester 3,Risiko Rendah,7,1,Minum susu hamil hangat porsi kecil 150 ml sebelum tidur untuk mencegah refluks asam lambung.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Rendah,7,2,Rapikan wadah obat harian dan pastikan stok multivitamin cukup hingga hari persalinan.,Vitamin & Obat
7,Trimester 3,Risiko Rendah,7,3,Tidur malam teratur 8 jam dengan bantal hamil menopang tubuh dari depan dan belakang.,Aktivitas & Istirahat
7,Trimester 3,Risiko Rendah,7,4,Lakukan pijat relaksasi mandiri pada betis dari arah tumit menuju lutut sebelum tidur.,Higienitas & Self-Care
7,Trimester 3,Risiko Rendah,7,5,Pastikan seluruh berkas identitas dan buku KIA sudah dimasukkan ke dalam kantong dokumen RS.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,1,1,Sarapan roti gandum panggang selai alpukat dan telur rebus matang 1 butir.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,1,2,Minum obat pengendali tensi/gula darah (jika ada) tepat waktu setelah bangun pagi.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,1,3,Jalan santai pagi di sekitar teras rumah selama 15 menit ditemani pendamping.,Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,1,4,Oleskan minyak kelapa murni pada kulit perut yang kencang untuk meredakan rasa gatal kulit.,Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,1,5,Periksa kembali kelengkapan isi tas persalinan keluarga bersama pasangan di rumah.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,2,1,Minum sari jahe hangat campur sedikit madu untuk meredakan kembung dan heartburn.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,2,2,Konsumsi suplemen kalsium dan vitamin D3 setelah sarapan pagi.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,2,3,Duduk di sofa empuk dan lakukan peregangan pergelangan kaki dan betis 10 menit.,Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,2,4,Kenakan daster hamil longgar yang berbahan katun rayon dingin dan tidak gerah.,Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,2,5,Pesan kebutuhan pembalut bersalin dan perlengkapan nifas secara online dari rumah.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,3,1,Makan siang nasi tim ayam jamur porsi terukur dan semangkuk sayur bening bayam jagung.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,3,2,Minum suplemen DHA prenatal berkonsentrasi tinggi setelah makan siang.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,3,3,"Istirahat tidur siang terjadwal 1,5 jam di ranjang posisi miring kiri.",Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,3,4,Mandi menggunakan kursi mandi dan batasi waktu mandi maksimal 10-15 menit agar tidak pusing.,Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,3,5,Pastikan tas siaga persalinan diletakkan di tempat yang mudah dijangkau di ruang depan.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,4,1,Konsumsi potongan buah melon dan 2 keping biskuit gandum sebagai selingan sore.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,4,2,Konsumsi tablet zat besi (Fe) pada malam hari sebelum tidur bersama air jeruk.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,4,3,Hindari membungkuk saat mengambil barang di lantai; selalu tekuk lutut atau minta bantuan.,Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,4,4,"Keringkan tubuh dengan handuk secara menyeluruh, terutama di bawah lipatan perut dan payudara.",Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,4,5,Simpan nomor kontak bidan jaga VK rumah sakit rujukan pada ponsel keluarga.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,5,1,"Bagi target minum 2,5 liter air mineral dalam porsi-porsi kecil sepanjang hari.",Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,5,2,Minum suplemen magnesium pereda kram tungkai sesudah makan malam.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,5,3,Latihan napas tiup lambat untuk persiapan mengatasi kontraksi persalinan di kursi santai.,Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,5,4,Ganti pakaian dalam segera setiap kali terasa lembap untuk mencegah infeksi saluran kemih.,Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,5,5,Tentukan dua rute tercepat menuju RS rujukan persalinan dari rumah.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,6,1,Makan malam sup labu siam daging giling dan perkedel tahu panggang porsi sedang.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,6,2,Pastikan tidak ada interaksi obat antara suplemen kalsium dan zat besi dengan jeda 4 jam.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,6,3,Elevasi tungkai di sofa selama 30 menit pada sore hari untuk kurangi bengkak kaki.,Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,6,4,Kompres hangat area pinggang belakang dengan handuk hangat selama 15 menit di sofa.,Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,6,5,Pelajari video tutorial perawatan bayi baru lahir bersama pasangan di ruang santai.,Persiapan Praktis
7,Trimester 3,Risiko Sedang,7,1,Minum segelas susu prenatal hangat tanpa gula tambahan 2 jam sebelum jam tidur.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Sedang,7,2,Siapkan kotak obat portabel untuk dibawa saat bepergian atau kontrol dokter kandungan.,Vitamin & Obat
7,Trimester 3,Risiko Sedang,7,3,Tidur malam dengan posisi miring kiri stabil berbantal penopang perut dan punggung.,Aktivitas & Istirahat
7,Trimester 3,Risiko Sedang,7,4,Minta pasangan untuk mengoleskan losion pelembap pada kaki sebelum tidur.,Higienitas & Self-Care
7,Trimester 3,Risiko Sedang,7,5,"Kumpulkan fotokopi KTP, KK, buku nikah, dan kartu BPJS ke dalam map tas persalinan.",Persiapan Praktis
7,Trimester 3,Risiko Tinggi,1,1,Santap bubur havermut lembut dengan potongan kurma lunak di ranjang porsi mini.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,1,2,Minum obat pematangan paru/pencegah persalinan prematur dosis pagi tepat waktu di kasur.,Vitamin & Obat
7,Trimester 3,Risiko Tinggi,1,3,Tirah baring total di kasur dengan posisi miring ke kiri untuk memaksimalkan perfusi plasenta.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,1,4,Seka seluruh badan di ranjang menggunakan air hangat dan sabun bayi hipoalergenik.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,1,5,Pastikan tas persalinan ibu dan bayi sudah terisi lengkap 100% dan berada di samping kasur.,Persiapan Praktis
7,Trimester 3,Risiko Tinggi,2,1,Minum sari kacang merah atau jus apel rebus encer kaya kalori di tempat tidur.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,2,2,Konsumsi suplemen kalsium dosis tinggi dan vitamin D3 di tempat tidur setelah sarapan.,Vitamin & Obat
7,Trimester 3,Risiko Tinggi,2,3,Latihan pernapasan dangkal dan lambat 15 menit tanpa memicu kontraksi rahim.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,2,4,Oleskan pelembap perut intensif di tempat tidur dengan usapan sangat lembut oleh pendamping.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,2,5,Siapkan berkas persetujuan tindakan medis dan riwayat pemeriksaan laboratorium di ranjang.,Persiapan Praktis
7,Trimester 3,Risiko Tinggi,3,1,Makan siang nasi tim saring daging ayam giling dan puree wortel hangat di kasur.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,3,2,Minum obat anti-kontraksi atau obat spesifik dokter spesialis kandungan di ranjang.,Vitamin & Obat
7,Trimester 3,Risiko Tinggi,3,3,Pijat lembut telapak tangan sendiri dan relaksasi jari di tempat tidur.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,3,4,Ganti pakaian tidur katun berkancing depan yang longgar di atas tempat tidur.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,3,5,Pastikan kursi roda dan akses jalan dari kamar ke mobil darurat tidak terhalang barang.,Persiapan Praktis
7,Trimester 3,Risiko Tinggi,4,1,Ngemil biskuit marie susu dicelup air hangat di ranjang pada jeda waktu sore.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,4,2,Konsumsi obat anti-kontraksi dosis siang tepat jam sesuai instruksi dokter di ranjang.,Vitamin & Obat
7,Trimester 3,Risiko Tinggi,4,3,Pertahankan istirahat total di kasur dan hindari perpindahan posisi yang mendadak.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,4,4,Lakukan kebersihan area intim di kasur menggunakan pispot higienis dan bilas air steril.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,4,5,Simpan nomor telepon darurat IGD Kebidanan RS rujukan di panggilan cepat ponsel keluarga.,Persiapan Praktis
7,Trimester 3,Risiko Tinggi,5,1,"Pertahankan hidrasi 2,2 liter air mineral sedikit-sedikit menggunakan cangkir sedotan.",Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,5,2,Minum suplemen DHA dan multivitamin trimester 3 di tempat tidur sesudah makan siang.,Vitamin & Obat
7,Trimester 3,Risiko Tinggi,5,3,Ganjal punggung dan paha dengan bantal memori busa untuk kenyamanan maksimal di kasur.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,5,4,Oleskan pelembap pada area tumit dan siku untuk mencegah kulit kering bersisik di ranjang.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,5,5,Lakukan gladi bersih singkat rute darurat menuju rumah sakit bersama sopir/pendamping.,Persiapan Praktis
7,Trimester 3,Risiko Tinggi,6,1,Makan malam sup krim kentang daging lunak porsi kecil dalam posisi duduk tegak di kasur.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,6,2,Konsumsi obat anti-kontraksi dosis malam tepat waktu sebelum tidur di kasur.,Vitamin & Obat
7,Trimester 3,Risiko Tinggi,6,3,Dengarkan audio hypnobirthing persiapan kelahiran di tempat tidur bersama pasangan.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,6,4,Minta pendamping memijat lembut kedua lengan dan punggung atas di tempat tidur.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,6,5,Diskusikan kesiapan mental dan doa bersama keluarga inti untuk kelancaran persalinan.,Persiapan Praktis
7,Trimester 3,Risiko Tinggi,7,1,Minum segelas susu nutrisi persiapan persalinan hangat di ranjang sebelum tidur.,Nutrisi & Hidrasi
7,Trimester 3,Risiko Tinggi,7,2,"Letakkan seluruh berkas resep, riwayat alergi obat, dan stok obat di kantong utama tas RS.",Vitamin & Obat
7,Trimester 3,Risiko Tinggi,7,3,Tidur malam penuh di kasur dengan persiapan siaga menuju rumah sakit kapan pun dibutuhkan.,Aktivitas & Istirahat
7,Trimester 3,Risiko Tinggi,7,4,Lakukan doa bersama dan relaksasi mendalam di tempat tidur untuk ketenangan menjelang tindakan kelahiran.,Higienitas & Self-Care
7,Trimester 3,Risiko Tinggi,7,5,Letakkan map berkas medis lengkap di atas meja ranjang siap dibawa dalam satu sentuhan.,Persiapan Praktis
8,Trimester 3,Risiko Rendah,1,1,Awali pagi dengan sarapan 3-5 butir kurma ajwa dan segelas susu hangat pasteurisasi.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,1,2,Minum tablet tambah darah (Fe) untuk mengoptimalkan cadangan hemoglobin persalinan.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,1,3,Jalan pagi teratur 30-40 menit untuk membantu penurunan kepala janin ke pintu panggul.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,1,4,Mulai lakukan pemijatan perineum (perineal massage) mandiri dengan minyak almond murni setelah mandi hangat.,Higienitas & Self-Care
8,Trimester 3,Risiko Rendah,1,5,"Cek ulang isi koper persalinan (pakaian pulang bayi, selimut bayi, pompa ASI, charger ponsel).",Persiapan Praktis
8,Trimester 3,Risiko Rendah,2,1,Minum air putih 300 ml dan konsumsi sarapan telur dadar sayur matang serta roti gandum.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,2,2,Konsumsi suplemen kalsium 500-1000 mg sesudah sarapan pagi.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,2,3,Latihan goyang panggul di atas birth ball (rotasi panggul dan memantul lembut) 20 menit.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,2,4,"Aplikasikan pelembap intensif pada perut, payudara, dan paha untuk elastisitas kulit puncak.",Higienitas & Self-Care
8,Trimester 3,Risiko Rendah,2,5,"Sterilkan botol susu, dot, dan perlengkapan pompa ASI simpan dalam wadah tertutup rapat.",Persiapan Praktis
8,Trimester 3,Risiko Rendah,3,1,Makan siang nasi merah dengan ikan tuna/tongkol panggang matang dan tumis kangkung toge.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,3,2,Minum suplemen DHA prenatal setelah makan siang untuk perkembangan otak tahap akhir.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,3,3,Istirahat baring miring kiri selama 1 jam di siang hari untuk memulihkan tenaga.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,3,4,Mandi air hangat suam-suam kuku dan gunakan sabun berpelembap tinggi tanpa busa berlebih.,Higienitas & Self-Care
8,Trimester 3,Risiko Rendah,3,5,"Pastikan kamar bayi/area tempat tidur bayi bersih, bebas debu, dan memiliki pencahayaan lembut.",Persiapan Praktis
8,Trimester 3,Risiko Rendah,4,1,"Ngemil salad buah segar (apel, pir, naga) dengan topping keju parut rendah garam.",Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,4,2,Konsumsi vitamin D3 harian bersama segelas air putih sesudah makan.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,4,3,Latihan pernapasan persalinan (napas dalam & napas tiup panjang) 15 menit.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,4,4,Bersihkan area lipatan tubuh dan puting secara lembut dengan handuk basah hangat.,Higienitas & Self-Care
